"name","longitude","latitude"
"ReO-Pr-50-6",-68.4098681396924,49.0431350796081
"ReO-Pr-50-7",-68.4120540030819,49.0429025602463
"ReO-Pr-50-8",-68.4101253134255,49.0430740935746
"ReO-Pr-50-9",-68.4116257106134,49.0430288726992
"ReO-Pr-50-10",-68.4110624985284,49.0429004788806
"ReO-Pr-75-6",-68.4101636745485,49.0429248072708
"ReO-Pr-75-7",-68.4097067108759,49.0429801300147
"ReO-Pr-75-8",-68.4100573158115,49.0430130580392
"ReO-Pr-75-9",-68.410460140972,49.042710379229
"ReO-Pr-75-10",-68.4125674162904,49.0425869872884
"ReO-Mo-50-6",-68.4155230963751,49.042562237928
"ReO-Mo-50-7",-68.4129890669861,49.0428861452303
"ReO-Mo-50-8",-68.4137389794849,49.042724359799
"ReO-Mo-50-9",-68.4127900176134,49.0429384372758
"ReO-Mo-50-10",-68.4142104507096,49.0427091178593
"ReO-Mo-75-6",-68.414858423477,49.0423622649335
"ReO-Mo-75-7",-68.4151185103715,49.042455977259
"ReO-Mo-75-8",-68.4142723863298,49.0425453603549
"ReO-Mo-75-9",-68.4145301687426,49.0424917777326
"ReO-Mo-75-10",-68.4141976147282,49.0423271478083
"ReO-El-50-6",-68.4170391199025,49.0423599253021
"ReO-El-50-7",-68.4159551236632,49.0425180174558
"ReO-El-50-8",-68.4165523765186,49.0424498144563
"ReO-El-50-9",-68.4175530035939,49.0423202659481
"ReO-El-50-10",-68.4167275123058,49.0424473687523
"ReO-El-75-6",-68.4164674511872,49.0421661827797
"ReO-El-75-7",-68.417745576445,49.0420358108905
"ReO-El-75-8",-68.4168505648025,49.0420799393171
"ReO-El-75-9",-68.4176185926169,49.0420164248259
"ReO-El-75-10",-68.4177675232987,49.041946403376
"ReO-Pr-225-6",-68.4094477760626,49.0417509521658
"ReO-Pr-225-7",-68.4101738066881,49.0416429859697
"ReO-Pr-225-8",-68.4102487892703,49.0414858860362
"ReO-Pr-225-9",-68.4121550833883,49.0412811548619
"ReO-Pr-225-10",-68.4117779391155,49.0412877935315
"ReO-Mo-225-6",-68.4148829024422,49.0410184246236
"ReO-Mo-225-7",-68.4134333852771,49.0411228321464
"ReO-Mo-225-8",-68.413371331176,49.0411632077109
"ReO-Mo-225-9",-68.4137827321834,49.0410709098581
"ReO-Mo-225-10",-68.4135913702769,49.0411116142987
"ReO-El-225-6",-68.4173630768715,49.0406974918925
"ReO-El-225-7",-68.4165145545678,49.0408908467108
"ReO-El-225-8",-68.4173249417008,49.0407629003234
"ReO-El-225-9",-68.4181613382266,49.0405495500432
"ReO-El-225-10",-68.4154889357752,49.0409537521327
"ReE-Pr-50-6",-68.4092430356694,49.0432790236602
"ReE-Pr-50-7",-68.4078308017658,49.0435299443163
"ReE-Pr-50-8",-68.4093813973816,49.0433236049552
"ReE-Pr-50-9",-68.4096637621633,49.0433214018832
"ReE-Pr-50-10",-68.4095819634792,49.0431156650946
"ReE-Pr-75-6",-68.4072400905603,49.0433240861399
"ReE-Pr-75-7",-68.4089235836511,49.0430684480067
"ReE-Pr-75-8",-68.4085376426648,49.0431286099799
"ReE-Pr-75-9",-68.4094471522883,49.0430739828792
"ReE-Pr-75-10",-68.4083777454532,49.0431616898462
"ReE-Mo-50-6",-68.4056637102507,49.0438495744976
"ReE-Mo-50-7",-68.4040703360389,49.04427981029
"ReE-Mo-50-8",-68.4062889016548,49.0439048490906
"ReE-Mo-50-9",-68.4064535405329,49.0437498826671
"ReE-Mo-50-10",-68.4062947392895,49.0438612206333
"ReE-Mo-75-6",-68.4059501141823,49.0436189987263
"ReE-Mo-75-7",-68.4055598361499,49.0436514612145
"ReE-Mo-75-8",-68.4066044918917,49.0435611501073
"ReE-Mo-75-9",-68.4051622416419,49.0437284260561
"ReE-Mo-75-10",-68.4052420145296,49.043841855015
"ReE-El-50-6",-68.4028679831144,49.0446491050343
"ReE-El-50-7",-68.4014233433779,49.0451137585575
"ReE-El-50-8",-68.4031535438649,49.044701618064
"ReE-El-50-9",-68.4014155955588,49.0451919612311
"ReE-El-50-10",-68.4015596736138,49.0451423661195
"ReE-El-75-6",-68.4015219033584,49.0446267681019
"ReE-El-75-7",-68.40225130801,49.0444261049188
"ReE-El-75-8",-68.4035418616393,49.0442200302213
"ReE-El-75-9",-68.4029277375238,49.0442613395077
"ReE-El-75-10",-68.4032603413181,49.0441787739704
"ReE-Pr-225-6",-68.4077203383355,49.0419410414719
"ReE-Pr-225-7",-68.4070824886135,49.0420982539933
"ReE-Pr-225-8",-68.4070310324341,49.0421956170512
"ReE-Pr-225-9",-68.4079272601534,49.0419545595551
"ReE-Pr-225-10",-68.4087873702281,49.0416795609604
"ReE-Mo-225-6",-68.4055341722417,49.0425857968785
"ReE-Mo-225-7",-68.4039810075783,49.0429729830108
"ReE-Mo-225-8",-68.4057650227282,49.0425264777484
"ReE-Mo-225-9",-68.4048171984401,49.0425923559802
"ReE-Mo-225-10",-68.4039269715803,49.0428358123664
"ReE-El-225-6",-68.4011992942179,49.0434162269983
"ReE-El-225-7",-68.4028560311391,49.0431922491604
"ReE-El-225-8",-68.4024965417852,49.0432195627699
"ReE-El-225-9",-68.4031784726245,49.0430367356397
"ReE-El-225-10",-68.4013802028095,49.0434195189255
"SiE-Pr-50-6",-68.3956542134177,49.0469955189197
"SiE-Pr-50-7",-68.3960595150392,49.0467983945754
"SiE-Pr-50-8",-68.3944367962269,49.0473189683829
"SiE-Pr-50-9",-68.3964887667078,49.0465689646155
"SiE-Pr-50-10",-68.3959485482265,49.0466290143007
"SiE-Pr-75-6",-68.3946212808646,49.0471529056225
"SiE-Pr-75-7",-68.3944525380541,49.0471285034331
"SiE-Pr-75-8",-68.3961101391529,49.0464251414069
"SiE-Pr-75-9",-68.3948910306179,49.0470887487682
"SiE-Pr-75-10",-68.3946902517121,49.0470205862733
"SiE-Pr-225-6",-68.39497965444,49.0454015626189
"SiE-Pr-225-7",-68.3940379803548,49.045638817322
"SiE-Pr-225-8",-68.3933397962166,49.0461535473924
"SiE-Pr-225-9",-68.3933461265341,49.0459340342245
"SiE-Pr-225-10",-68.3952945583643,49.0452546780567
"SiE-Mo-50-6",-68.3928399608537,49.0480558979533
"SiE-Mo-50-7",-68.3940031878717,49.047579031345
"SiE-Mo-50-8",-68.393830324872,49.047713031231
"SiE-Mo-50-9",-68.3919613959437,49.048509545504
"SiE-Mo-50-10",-68.3932201969471,49.0480015402968
"SiE-Mo-75-6",-68.3921041671671,49.0482729092631
"SiE-Mo-75-7",-68.3926711494775,49.0479947180544
"SiE-Mo-75-8",-68.3940473712091,49.0472986271127
"SiE-Mo-75-9",-68.3931759581085,49.0478218333002
"SiE-Mo-75-10",-68.3919432927959,49.0483090562494
"SiE-Mo-225-6",-68.3928312386248,49.0462421685807
"SiE-Mo-225-7",-68.3917613661064,49.0467232412027
"SiE-Mo-225-8",-68.3926956401496,49.0464531182476
"SiE-Mo-225-9",-68.3923062346096,49.0465593179839
"SiE-Mo-225-10",-68.3925142732291,49.0464933111418
"SiE-El-50-6",-68.3901615805872,49.0493238512384
"SiE-El-50-7",-68.3905122116439,49.0492894620417
"SiE-El-50-8",-68.3914572630784,49.0489166638938
"SiE-El-50-9",-68.3906077306963,49.0490515159495
"SiE-El-50-10",-68.3916627942476,49.0487351184376
"SiE-El-75-6",-68.3891554989904,49.0494867826734
"SiE-El-75-7",-68.3905607986901,49.0489792775404
"SiE-El-75-8",-68.3904367065931,49.0489472495785
"SiE-El-75-9",-68.3903030741071,49.0491130037855
"SiE-El-75-10",-68.3906255838624,49.0488333471545
"SiE-El-225-6",-68.3890762574611,49.0480819356634
"SiE-El-225-7",-68.3882492934016,49.0482923495195
"SiE-El-225-8",-68.3904697865121,49.0474429966668
"SiE-El-225-9",-68.3904512181826,49.0474279802434
"SiE-El-225-10",-68.3886323418715,49.0482815613299
"RfE-Pr-50-6",-68.3779072789141,49.0565336183584
"RfE-Pr-50-7",-68.3785091545011,49.0558599339952
"RfE-Pr-50-8",-68.3771347275185,49.0569003545213
"RfE-Pr-50-9",-68.3774259061994,49.0567728592835
"RfE-Pr-50-10",-68.3783239456087,49.0560673216545
"RfE-Pr-75-6",-68.3768272601839,49.0568484694835
"RfE-Pr-75-7",-68.3771133176105,49.0567062783812
"RfE-Pr-75-8",-68.3773023881378,49.0565812365342
"RfE-Pr-75-9",-68.3769021503171,49.0568858700672
"RfE-Pr-75-10",-68.3770124809192,49.0566976372171
"RfE-Pr-225-6",-68.376185928239,49.0553907834855
"RfE-Pr-225-7",-68.376304422024,49.0552618183199
"RfE-Pr-225-8",-68.3758660656287,49.0556575644455
"RfE-Pr-225-9",-68.3756815071728,49.0555115270834
"RfE-Pr-225-10",-68.3754226623273,49.0559082724167
"RfE-Mo-50-6",-68.3758903127069,49.057842792078
"RfE-Mo-50-7",-68.3760907385648,49.0577482335481
"RfE-Mo-50-8",-68.3761309426424,49.0576791803698
"RfE-Mo-50-9",-68.3756402067979,49.0580260702027
"RfE-Mo-50-10",-68.3764469630369,49.057563801588
"RfE-Mo-75-6",-68.3764104167391,49.056980140815
"RfE-Mo-75-7",-68.3749762351812,49.0580929678707
"RfE-Mo-75-8",-68.3755533131972,49.0577508244137
"RfE-Mo-75-9",-68.3761874066837,49.0574414282494
"RfE-Mo-75-10",-68.3756386430433,49.0577943589639
"RfE-Mo-225-6",-68.3736161461811,49.0571504527501
"RfE-Mo-225-7",-68.3748574684561,49.056365235335
"RfE-Mo-225-8",-68.3741345417166,49.0568262309508
"RfE-Mo-225-9",-68.3743249604925,49.0567154412744
"RfE-Mo-225-10",-68.3739812434438,49.0568779469221
"RfE-El-50-6",-68.3740003206508,49.0591005941318
"RfE-El-50-7",-68.3728842117422,49.0599490496133
"RfE-El-50-8",-68.3744244602869,49.0589079037065
"RfE-El-50-9",-68.3736975112916,49.0595151115335
"RfE-El-50-10",-68.3743554728766,49.0589921481827
"RfE-El-75-6",-68.3733558941635,49.0592169524943
"RfE-El-75-7",-68.3739870976529,49.0589923840571
"RfE-El-75-8",-68.3739781426664,49.0588607959279
"RfE-El-75-9",-68.3732514270018,49.0594677506927
"RfE-El-75-10",-68.3743988238281,49.0585353957443
"RfE-El-225-6",-68.3720841009224,49.0581140844074
"RfE-El-225-7",-68.3728579104511,49.0575406562092
"RfE-El-225-8",-68.3711810803455,49.058762567152
"RfE-El-225-9",-68.3714869598574,49.0587167134061
"RfE-El-225-10",-68.3730272589922,49.0575555321375
"SiO-Pr-50-6",-68.4278744584606,49.0418921633163
"SiO-Pr-50-7",-68.4267096645795,49.0417854590096
"SiO-Pr-50-8",-68.4259617147377,49.0419285680945
"SiO-Pr-50-9",-68.4273345294521,49.0417479406422
"SiO-Pr-50-10",-68.4267314300283,49.0419200799899
"SiO-Pr-75-6",-68.4261800672697,49.0416950835699
"SiO-Pr-75-7",-68.4283124657534,49.0415297197103
"SiO-Pr-75-8",-68.4281603392417,49.0416562870696
"SiO-Pr-75-9",-68.4277081772647,49.0415841240828
"SiO-Pr-75-10",-68.4285753844552,49.0415552600479
"SiO-Pr-225-6",-68.4287245275696,49.0403172718488
"SiO-Pr-225-7",-68.4267086658651,49.0402510543231
"SiO-Pr-225-8",-68.4269922527435,49.0401477951415
"SiO-Pr-225-9",-68.4269607406476,49.0403608741666
"SiO-Pr-225-10",-68.4280713854457,49.040214154186
"SiO-Mo-50-6",-68.4317064618932,49.0416526902803
"SiO-Mo-50-7",-68.4298494563905,49.0417180348116
"SiO-Mo-50-8",-68.4306822093069,49.0417179748332
"SiO-Mo-50-9",-68.43075294835,49.0418429587255
"SiO-Mo-50-10",-68.4301501326302,49.0418207504523
"SiO-Mo-75-6",-68.4305929220627,49.0414685560471
"SiO-Mo-75-7",-68.429150134372,49.0415422946247
"SiO-Mo-75-8",-68.4310237228649,49.041609078961
"SiO-Mo-75-9",-68.4298088112015,49.0416326659889
"SiO-Mo-75-10",-68.4312639401822,49.0415739478483
"SiO-Mo-225-6",-68.4306688406641,49.0401011648493
"SiO-Mo-225-7",-68.4289358166775,49.0401571707426
"SiO-Mo-225-8",-68.4295181581705,49.0401672051575
"SiO-Mo-225-9",-68.4295715062558,49.0402900541987
"SiO-Mo-225-10",-68.4317983105673,49.0400992666679
"SiO-El-50-6",-68.4349144405542,49.0416648727083
"SiO-El-50-7",-68.4326521890788,49.041752360476
"SiO-El-50-8",-68.4344385360541,49.0415881001223
"SiO-El-50-9",-68.4334454499798,49.0417582459713
"SiO-El-50-10",-68.4335135063503,49.0417484003138
"SiO-El-75-6",-68.4334517347393,49.0414832417632
"SiO-El-75-7",-68.4333639297538,49.0415610705429
"SiO-El-75-8",-68.4326750223232,49.0415243066162
"SiO-El-75-9",-68.4321290181757,49.0414755815599
"SiO-El-75-10",-68.4321256903749,49.0415264706631
"SiO-El-225-6",-68.4334837196773,49.0401295723947
"SiO-El-225-7",-68.4341203244096,49.0400522473193
"SiO-El-225-8",-68.4331737037476,49.0401661128346
"SiO-El-225-9",-68.4327879380641,49.0400879678845
"SiO-El-225-10",-68.4322225331561,49.0400798125277
"RfO-Pr-50-6",-68.45037936076,49.0416236190768
"RfO-Pr-50-7",-68.451232974363,49.0417015601485
"RfO-Pr-50-8",-68.4488517746691,49.0415925253286
"RfO-Pr-50-9",-68.4494670546235,49.041547148041
"RfO-Pr-50-10",-68.4504491756609,49.0417175273032
"RfO-Pr-75-6",-68.4501383003179,49.041441770798
"RfO-Pr-75-7",-68.4490400953006,49.0412191465261
"RfO-Pr-75-8",-68.4513423003577,49.0415945106982
"RfO-Pr-75-9",-68.4513111256665,49.0416163872884
"RfO-Pr-75-10",-68.4510485988246,49.0413991751886
"RfO-Pr-225-6",-68.4498963798722,49.0400130869664
"RfO-Pr-225-7",-68.4513083835169,49.0401088689638
"RfO-Pr-225-8",-68.4507256113522,49.0400674412981
"RfO-Pr-225-9",-68.45045433405,49.0400217549497
"RfO-Pr-225-10",-68.4515654097996,49.0401035981684
"RfO-Mo-50-6",-68.4534489052234,49.0418928490227
"RfO-Mo-50-7",-68.4525469784695,49.0417879941739
"RfO-Mo-50-8",-68.4528729963929,49.0417852052468
"RfO-Mo-50-9",-68.4535778595382,49.0419490308942
"RfO-Mo-50-10",-68.4540018686117,49.0419305640954
"RfO-Mo-75-6",-68.4540205163779,49.0417720345889
"RfO-Mo-75-7",-68.4544315317756,49.0418516729903
"RfO-Mo-75-8",-68.4545841551759,49.0417648440042
"RfO-Mo-75-9",-68.4543653461759,49.041848193556
"RfO-Mo-75-10",-68.4526418571337,49.0415270274575
"RfO-Mo-225-6",-68.4528875358679,49.0403340518512
"RfO-Mo-225-7",-68.4534299350365,49.0404031019483
"RfO-Mo-225-8",-68.4525913510869,49.0402061462763
"RfO-Mo-225-9",-68.4543238763862,49.0403206523689
"RfO-Mo-225-10",-68.4542340775025,49.0404348009061
"RfO-El-50-6",-68.4570406672858,49.0421386876715
"RfO-El-50-7",-68.4548782045403,49.0420497279664
"RfO-El-50-8",-68.4573264912158,49.0422176587007
"RfO-El-50-9",-68.4559034135839,49.0422161113165
"RfO-El-50-10",-68.4558145930882,49.0421504591019
"RfO-El-75-6",-68.455770332133,49.041969232475
"RfO-El-75-7",-68.4563914296773,49.0419192493301
"RfO-El-75-8",-68.4551872237679,49.0419175582598
"RfO-El-75-9",-68.456672547763,49.0420234148852
"RfO-El-75-10",-68.4552399372513,49.0417545743416
"RfO-El-225-6",-68.4557770399286,49.0404792730087
"RfO-El-225-7",-68.4576331436921,49.0406141670014
"RfO-El-225-8",-68.4577662264135,49.040780646437
"RfO-El-225-9",-68.4561959931178,49.0405028707781
"RfO-El-225-10",-68.4563070874383,49.0406748259344
