"name","X","Y"
"ReE-El-225-1",-68.40067383193,49.0436163685872
"ReE-El-225-2",-68.4022696118691,49.0432111588078
"ReE-El-225-3",-68.4024799037049,49.0430780504312
"ReE-El-225-4",-68.4027783418269,49.0431623631541
"ReE-El-225-5",-68.4029109808318,49.0430895794425
"ReE-El-50-1",-68.4013033527214,49.045000507835
"ReE-El-50-2",-68.4033276457385,49.0446759996074
"ReE-El-50-3",-68.4025226872016,49.0447122151538
"ReE-El-50-4",-68.4032862739865,49.0446051671842
"ReE-El-50-5",-68.4027447086033,49.044692933901
"ReE-El-75-1",-68.4017742174671,49.0446560630721
"ReE-El-75-2",-68.4011652912826,49.0446865131918
"ReE-El-75-3",-68.4013833746912,49.0446823708409
"ReE-El-75-4",-68.4030865035116,49.0443445198424
"ReE-El-75-5",-68.4018207057259,49.0445668439014
"ReE-Mo-225-1",-68.4049412953373,49.0425667172602
"ReE-Mo-225-2",-68.4050169348148,49.0425948850517
"ReE-Mo-225-3",-68.4059633187498,49.0423580423812
"ReE-Mo-225-4",-68.4045626629413,49.0428038857753
"ReE-Mo-225-5",-68.4044880430225,49.0426839251239
"ReE-Mo-50-1",-68.4049962564996,49.0441632652257
"ReE-Mo-50-3",-68.4043425424245,49.044159517063
"ReE-Mo-50-4",-68.4040582285111,49.0444238564624
"ReE-Mo-50-5",-68.4040977471388,49.0444634340658
"ReE-Mo-50-6",-68.4039682774838,49.0442815424167
"ReE-Mo-75-1",-68.4048422118425,49.0439972403126
"ReE-Mo-75-2",-68.4055813457622,49.0438054458507
"ReE-Mo-75-3",-68.4044687930626,49.0438632425126
"ReE-Mo-75-4",-68.4058846646692,49.0436396453693
"ReE-Mo-75-5",-68.4064644669867,49.0435671964278
"ReE-Pr-225-1",-68.4065397174744,49.0422437443176
"ReE-Pr-225-2",-68.4078656474627,49.0420290437392
"ReE-Pr-225-3",-68.4063186843326,49.0423759383268
"ReE-Pr-225-4",-68.408186535391,49.0418405951787
"ReE-Pr-225-5",-68.4068372974847,49.0421699860494
"ReE-Pr-50-1",-68.408015674524,49.0435948716223
"ReE-Pr-50-2",-68.4073867319614,49.0435699514779
"ReE-Pr-50-3",-68.408722789116,49.0434256984501
"ReE-Pr-50-4",-68.4074204012339,49.0436172900311
"ReE-Pr-50-5",-68.4094084164404,49.0433115484759
"ReE-Pr-75-1",-68.4093857308649,49.0430540664353
"ReE-Pr-75-2",-68.4079019244394,49.0431147324906
"ReE-Pr-75-3",-68.4095370767841,49.0430015235005
"ReE-Pr-75-4",-68.4080189210344,49.043222363751
"ReE-Pr-75-5",-68.4084723407204,49.0430135120761
"ReO-El-225-1",-68.4181249561488,49.0407020951334
"ReO-El-225-2",-68.4171766963703,49.0408074541308
"ReO-El-225-3",-68.417612631173,49.0406600821591
"ReO-El-225-4",-68.4181008911131,49.0407271544093
"ReO-El-225-5",-68.4181380703738,49.0406033945848
"ReO-El-50-1",-68.4158516674659,49.0426596525154
"ReO-El-50-2",-68.4166701419997,49.0425390789309
"ReO-El-50-3",-68.4167690186468,49.0423891651768
"ReO-El-50-4",-68.4165885855112,49.0425305437747
"ReO-El-50-5",-68.4167839137111,49.0425005152306
"ReO-El-75-1",-68.4180077394823,49.0420862298013
"ReO-El-75-2",-68.4165480649747,49.0422553422621
"ReO-El-75-3",-68.4175672842847,49.0421082492447
"ReO-El-75-4",-68.417237635433,49.042206832063
"ReO-El-75-5",-68.4178932057363,49.0421695643069
"ReO-Mo-225-1",-68.4151078631934,49.0411067743295
"ReO-Mo-225-2",-68.4148822623327,49.0410736405296
"ReO-Mo-225-3",-68.4140245447207,49.0412322922802
"ReO-Mo-225-4",-68.4133835830926,49.041143886486
"ReO-Mo-225-5",-68.4139253147778,49.0410961556086
"ReO-Mo-50-1",-68.413951843493,49.0428421913689
"ReO-Mo-50-2",-68.4131442667778,49.0429178436572
"ReO-Mo-50-4",-68.4138155696576,49.0427217597958
"ReO-Mo-50-5",-68.4134690327273,49.0428277693813
"ReO-Mo-50-8",-68.4138665339706,49.0428164072092
"ReO-Mo-75-1",-68.4152493264415,49.0424495540193
"ReO-Mo-75-2",-68.4136194381273,49.0425702989166
"ReO-Mo-75-3",-68.4154832188107,49.0424017558529
"ReO-Mo-75-4",-68.4127687970608,49.0426896059078
"ReO-Mo-75-5",-68.4132864317554,49.0424671459867
"ReO-Pr-225-1",-68.4107694016465,49.0414902020655
"ReO-Pr-225-2",-68.411478774646,49.0415087756284
"ReO-Pr-225-3",-68.4106841819631,49.041565910254
"ReO-Pr-225-4",-68.4096523226365,49.0417035050831
"ReO-Pr-225-5",-68.4103940287964,49.0416659838865
"ReO-Pr-50-1",-68.4098371643583,49.0431859475752
"ReO-Pr-50-2",-68.4112874147756,49.0430562689544
"ReO-Pr-50-3",-68.4121042455952,49.0429650877757
"ReO-Pr-50-4",-68.4109489245615,49.0431099184064
"ReO-Pr-50-5",-68.4108850594049,49.0429354625779
"ReO-Pr-75-1",-68.4105971707132,49.0428313349715
"ReO-Pr-75-2",-68.4116065268463,49.0426833761766
"ReO-Pr-75-3",-68.410169471707,49.0427608591747
"ReO-Pr-75-4",-68.40994511078,49.0429250867636
"ReO-Pr-75-5",-68.4101425116724,49.0429948967414
"RfE-El-225-1",-68.3727551865857,49.0576792445625
"RfE-El-225-2",-68.371274633247,49.0588544743903
"RfE-El-225-3",-68.3715350294159,49.0586574881497
"RfE-El-225-4",-68.3729019679208,49.0577209866515
"RfE-El-225-5",-68.3725899047405,49.0577429106296
"RfE-El-50-1",-68.3733121677783,49.0595287492718
"RfE-El-50-2",-68.3733058350732,49.0596629880289
"RfE-El-50-3",-68.3748625993138,49.0586461015335
"RfE-El-50-4",-68.3734505397823,49.0595311703902
"RfE-El-50-5",-68.3727708228661,49.0599432899125
"RfE-El-75-1",-68.3733447352368,49.0592366026071
"RfE-El-75-2",-68.3737357798494,49.0591099343764
"RfE-El-75-3",-68.3731008674102,49.0594497753873
"RfE-El-75-4",-68.3740299696075,49.0588188525097
"RfE-El-75-5",-68.3732182104098,49.0595303862984
"RfE-Mo-225-1",-68.3739437090071,49.0569523208096
"RfE-Mo-225-2",-68.3744145967532,49.0566340424812
"RfE-Mo-225-3",-68.3744050593772,49.0564505180325
"RfE-Mo-225-4",-68.375116271809,49.0560481162294
"RfE-Mo-225-5",-68.3731544352838,49.0573690127496
"RfE-Mo-50-1",-68.3748848499943,49.0585746029092
"RfE-Mo-50-2",-68.37548918826,49.0582566469552
"RfE-Mo-50-3",-68.3768431496521,49.0573254668336
"RfE-Mo-50-4",-68.3766927038898,49.0574022097292
"RfE-Mo-50-5",-68.3752589266282,49.0583517757851
"RfE-Mo-75-1",-68.3746120007241,49.0583058239097
"RfE-Mo-75-2",-68.3765812167689,49.0571529057731
"RfE-Mo-75-3",-68.3751365972797,49.0579343733908
"RfE-Mo-75-4",-68.3762995244925,49.0572271356737
"RfE-Mo-75-5",-68.3761765579533,49.057185001246
"RfE-Pr-225-1",-68.3755764828084,49.0558015732613
"RfE-Pr-225-2",-68.3758678455631,49.0555966533489
"RfE-Pr-225-3",-68.376768688269,49.0547411206212
"RfE-Pr-225-4",-68.3769056868517,49.0549032707208
"RfE-Pr-225-5",-68.3756453580344,49.0557306456346
"RfE-Pr-50-1",-68.3788678038368,49.0558347121347
"RfE-Pr-50-2",-68.3785824542349,49.0559869004621
"RfE-Pr-50-3",-68.3778398984171,49.0564530089666
"RfE-Pr-50-4",-68.3788670163402,49.0558865839581
"RfE-Pr-50-5",-68.37841355867,49.0559405584605
"RfE-Pr-75-1",-68.3785473055968,49.0557199781786
"RfE-Pr-75-2",-68.3783194091659,49.0556749559971
"RfE-Pr-75-3",-68.3767262088162,49.0569117601393
"RfE-Pr-75-4",-68.3784227628311,49.0557045068391
"RfE-Pr-75-5",-68.3771157724732,49.056783370991
"RfO-El-225-1",-68.4564660117901,49.040678213222
"RfO-El-225-2",-68.4567993815623,49.0405630277481
"RfO-El-225-3",-68.4559992857926,49.0405150745522
"RfO-El-225-4",-68.456730397844,49.040632968266
"RfO-El-225-5",-68.4573216632369,49.0405826616062
"RfO-El-50-1",-68.4562426013659,49.0421915042383
"RfO-El-50-2",-68.4546980184025,49.042086728681
"RfO-El-50-3",-68.4559995905947,49.042117834916
"RfO-El-50-4",-68.4555428042004,49.0420243241867
"RfO-El-50-5",-68.4568207318008,49.0422567921487
"RfO-El-75-1",-68.454888732375,49.0418941920016
"RfO-El-75-2",-68.45759130877,49.0421471132351
"RfO-El-75-3",-68.4553519100782,49.0418494143876
"RfO-El-75-4",-68.4574571243483,49.0421261118862
"RfO-El-75-5",-68.4565672842253,49.0420842257672
"RfO-Mo-225-1",-68.4537720600325,49.0403058977247
"RfO-Mo-225-2",-68.453807276785,49.0402970892179
"RfO-Mo-225-3",-68.4528582499735,49.0403935003766
"RfO-Mo-225-4",-68.4544034753972,49.0405333297961
"RfO-Mo-225-5",-68.454038995161,49.0403758772354
"RfO-Mo-50-1",-68.4536692585283,49.0419952048523
"RfO-Mo-50-2",-68.452716638894,49.0418826352827
"RfO-Mo-50-3",-68.452891945321,49.0419358572186
"RfO-Mo-50-4",-68.4539142991584,49.0420141600263
"RfO-Mo-50-5",-68.4540971626415,49.0419041190388
"RfO-Mo-75-1",-68.454210655302,49.0416761809562
"RfO-Mo-75-2",-68.4522065436013,49.0415731944524
"RfO-Mo-75-3",-68.4521926779024,49.0414823733072
"RfO-Mo-75-4",-68.4518566131851,49.0416323400024
"RfO-Mo-75-5",-68.4526941839043,49.0417203793403
"RfO-Pr-225-1",-68.4508247059736,49.0400161387572
"RfO-Pr-225-2",-68.4494804632911,49.0398832564084
"RfO-Pr-225-3",-68.4512018048705,49.0402026330732
"RfO-Pr-225-4",-68.4497494826078,49.0400650841924
"RfO-Pr-225-5",-68.4509431325763,49.0401337864636
"RfO-Pr-50-1",-68.4488952393406,49.0414099150368
"RfO-Pr-50-2",-68.451563826743,49.0416515784403
"RfO-Pr-50-3",-68.4491473013099,49.0415894244246
"RfO-Pr-50-4",-68.4491887260757,49.041576983306
"RfO-Pr-50-5",-68.4497670259274,49.041519626334
"RfO-Pr-75-1",-68.4514489897415,49.041483109337
"RfO-Pr-75-2",-68.4505183950523,49.0414443373879
"RfO-Pr-75-3",-68.4503353328544,49.0414359515399
"RfO-Pr-75-4",-68.450636359905,49.0415506437109
"RfO-Pr-75-5",-68.4503942389413,49.0414622855861
"SiE-El-225-1",-68.3888732613502,49.0480346082904
"SiE-El-225-2",-68.3880125118844,49.0483004468488
"SiE-El-225-3",-68.3900847262236,49.0474605477744
"SiE-El-225-4",-68.3898650620558,49.0476811370944
"SiE-El-225-5",-68.3901135603215,49.0474831750422
"SiE-El-50-1",-68.3909799069018,49.0490466782222
"SiE-El-50-2",-68.3917215808627,49.0486484963785
"SiE-El-50-3",-68.3910175339979,49.048865015318
"SiE-El-50-4",-68.3910482579492,49.0490628443465
"SiE-El-50-5",-68.3910876223688,49.0489398076053
"SiE-El-75-1",-68.3906442247007,49.048949116944
"SiE-El-75-2",-68.3893622234149,49.0493577065319
"SiE-El-75-3",-68.3899695848814,49.0491438368901
"SiE-El-75-4",-68.3913503974734,49.0484662985024
"SiE-El-75-5",-68.3893825739777,49.049393332724
"SiE-Mo-225-1",-68.3925563964073,49.0465029919938
"SiE-Mo-225-2",-68.392124504234,49.0465848900716
"SiE-Mo-225-3",-68.3921929707489,49.0464908606064
"SiE-Mo-225-4",-68.3921448851086,49.0464667504585
"SiE-Mo-225-5",-68.3917018970231,49.0468277823178
"SiE-Mo-50-1",-68.3918462613463,49.0485072748281
"SiE-Mo-50-2",-68.3937455383065,49.0477585440768
"SiE-Mo-50-3",-68.3932387210863,49.04797164423
"SiE-Mo-50-4",-68.3941536995997,49.0476615591189
"SiE-Mo-50-5",-68.392934222339,49.0480691737937
"SiE-Mo-75-1",-68.3931665443598,49.0477703850908
"SiE-Mo-75-2",-68.3933578281009,49.0475259068531
"SiE-Mo-75-3",-68.3935266721776,49.0475958825509
"SiE-Mo-75-4",-68.3917711320433,49.0484427916383
"SiE-Mo-75-5",-68.3922739867659,49.0480874051148
"SiE-Pr-225-1",-68.3931073741637,49.0462149914505
"SiE-Pr-225-2",-68.394259558759,49.0457339053745
"SiE-Pr-225-3",-68.3946744155302,49.0452914003213
"SiE-Pr-225-4",-68.3951412077727,49.0452087201596
"SiE-Pr-225-5",-68.3945843760592,49.0454161727227
"SiE-Pr-50-1",-68.3963700806532,49.0464664735049
"SiE-Pr-50-2",-68.3948142360763,49.0473300054838
"SiE-Pr-50-4",-68.3949251675955,49.0470948280593
"SiE-Pr-50-5",-68.3953431964204,49.0469309888561
"SiE-Pr-50-6",-68.3943326426528,49.0473949714893
"SiE-Pr-75-1",-68.3956216332097,49.0466195526651
"SiE-Pr-75-2",-68.3959185287794,49.0464608947355
"SiE-Pr-75-3",-68.3943144891731,49.0471722032816
"SiE-Pr-75-4",-68.395883816636,49.0464612188599
"SiE-Pr-75-5",-68.3955236510141,49.0467907200541
"SiO-El-225-1",-68.4331278633205,49.0400645559074
"SiO-El-225-2",-68.4347041493188,49.0400750752845
"SiO-El-225-3",-68.4337454403323,49.0400612255931
"SiO-El-225-4",-68.4342736447433,49.0401792542102
"SiO-El-225-5",-68.4345158760714,49.0400453692672
"SiO-El-50-1",-68.4324159112614,49.0416801414168
"SiO-El-50-2",-68.4332605949611,49.0416801718719
"SiO-El-50-4",-68.4321291083857,49.0417731544116
"SiO-El-50-6",-68.4337517827251,49.0416800281694
"SiO-El-50-9",-68.434740128469,49.041660363554
"SiO-El-75-1",-68.4326577480647,49.0415389658963
"SiO-El-75-2",-68.4331673407801,49.0414322813357
"SiO-El-75-3",-68.432417188619,49.0414625967288
"SiO-El-75-4",-68.4337055501123,49.0414983355647
"SiO-El-75-5",-68.4322925852095,49.0415348032802
"SiO-Mo-225-1",-68.4318081325095,49.0402392125616
"SiO-Mo-225-2",-68.431474911663,49.0402536191407
"SiO-Mo-225-3",-68.429703032414,49.040096976278
"SiO-Mo-225-4",-68.4292526368379,49.0402016537556
"SiO-Mo-225-5",-68.431641133887,49.0402011199914
"SiO-Mo-50-1",-68.4293921849212,49.0416627140337
"SiO-Mo-50-2",-68.429180259383,49.0418624574438
"SiO-Mo-50-3",-68.4318172011017,49.0416191925141
"SiO-Mo-50-4",-68.4306852243452,49.0417444142635
"SiO-Mo-50-5",-68.4301482450926,49.041766614705
"SiO-Mo-75-1",-68.4306382271148,49.0414323131343
"SiO-Mo-75-2",-68.4313759198287,49.0415449881495
"SiO-Mo-75-3",-68.4308888920981,49.0415567035427
"SiO-Mo-75-4",-68.4314060393225,49.0414076110797
"SiO-Mo-75-5",-68.4290496458186,49.0415262635902
"SiO-Pr-225-1",-68.4276237604503,49.0402748861046
"SiO-Pr-225-2",-68.4270445593245,49.0402346760503
"SiO-Pr-225-3",-68.4266500310315,49.0402010550711
"SiO-Pr-225-4",-68.4275557548223,49.0402134838807
"SiO-Pr-225-5",-68.426228764192,49.0403068016646
"SiO-Pr-50-1",-68.4273801198561,49.0418690973946
"SiO-Pr-50-2",-68.4285863603005,49.0416911920299
"SiO-Pr-50-3",-68.4277425400363,49.0418099374229
"SiO-Pr-50-4",-68.4283789559531,49.0417587860821
"SiO-Pr-50-5",-68.426707364556,49.0418597159661
"SiO-Pr-75-1",-68.4267699399718,49.0415254015591
"SiO-Pr-75-2",-68.4267538482813,49.0414960721398
"SiO-Pr-75-3",-68.4285231335184,49.041605994047
"SiO-Pr-75-4",-68.4289219700587,49.0416531156973
"SiO-Pr-75-5",-68.4260310167939,49.0416375130519
